Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);VENTO, VELOCIDADE HORARIA(m/s)
27/01/2018;1600;0;28,9;57;2,1
27/01/2018;1700;0;29,8;55;1,9
27/01/2018;1800;0;28,9;58;2,4
27/01/2018;1900;0,4;27,5;69;2,9
27/01/2018;2000;0;28,3;63;2,7
27/01/2018;2100;0;28,1;62;2,9
27/01/2018;2200;0;26,5;65;2,1
27/01/2018;2300;0;24,8;70;1,9
28/01/2018;0;0;23,9;72;2,5
28/01/2018;100;0;22,8;74;2,1
28/01/2018;200;0;22,1;77;2,7
28/01/2018;300;0;21,5;78;1,4
28/01/2018;400;null;null;null;null
28/01/2018;500;null;null;null;null
28/01/2018;600;null;null;null;null
28/01/2018;700;null;null;null;null
28/01/2018;800;null;null;null;null
28/01/2018;900;null;null;null;null
28/01/2018;1000;0;20,6;83;1,4
28/01/2018;1100;0;21,5;82;2,2
28/01/2018;1200;0;22,4;77;1,9
28/01/2018;1300;0;23,6;74;1,5
28/01/2018;1400;0;25,7;69;1,3
28/01/2018;1500;0;27,5;65;1
28/01/2018;1600;0;28,5;64;1,7
28/01/2018;1700;0;30,5;57;1,2
28/01/2018;1800;0;29,7;66;1,4
28/01/2018;1900;0;27,9;73;0,8
28/01/2018;2000;0;31,8;51;0,5
28/01/2018;2100;0;29,1;63;1,8
28/01/2018;2200;0;26,4;69;1,5
28/01/2018;2300;0,6;23,2;89;0,2
29/01/2018;0;0,4;22,6;93;0,3
29/01/2018;100;null;null;null;null
29/01/2018;200;null;null;null;null
29/01/2018;300;null;null;null;null
29/01/2018;400;null;null;null;null
29/01/2018;500;null;null;null;null
29/01/2018;600;null;null;null;null
29/01/2018;700;null;null;null;null
29/01/2018;800;null;null;null;null
29/01/2018;900;null;null;null;null
29/01/2018;1000;null;null;null;null
29/01/2018;1100;0;22,1;95;0,1
29/01/2018;1200;0;23,2;91;0,7
29/01/2018;1300;0;24,8;82;0,8
29/01/2018;1400;0;26,7;76;0,7
29/01/2018;1500;0;28,9;68;1,2
29/01/2018;1600;2,4;23,1;78;4,2
29/01/2018;1700;4,4;21,9;93;0
29/01/2018;1800;0;22,8;93;0
29/01/2018;1900;1;23;93;0
29/01/2018;2000;0,2;23,2;93;0,2
29/01/2018;2100;0;23,7;89;0
29/01/2018;2200;0;23,4;90;0,1
29/01/2018;2300;null;null;null;null
30/01/2018;0;null;null;null;null
30/01/2018;100;null;null;null;null
30/01/2018;200;null;null;null;null
30/01/2018;300;null;null;null;null
30/01/2018;400;null;null;null;null
30/01/2018;500;null;null;null;null
30/01/2018;600;null;null;null;null
30/01/2018;700;null;null;null;null
30/01/2018;800;null;null;null;null
30/01/2018;900;null;null;null;null
30/01/2018;1000;null;null;null;null
30/01/2018;1100;0;19,2;95;1,1
30/01/2018;1200;0;19,7;90;0,4
30/01/2018;1300;0;20,8;86;1,1
30/01/2018;1400;0;22,5;82;1,7
30/01/2018;1500;0;23,4;77;2
30/01/2018;1600;0,2;24,4;75;0,6
30/01/2018;1700;0;24,8;75;1
30/01/2018;1800;0;26,2;71;1
30/01/2018;1900;0;26;72;2
30/01/2018;2000;0;25,3;75;2
30/01/2018;2100;0;24,4;76;1,7
30/01/2018;2200;0;23,3;79;2
30/01/2018;2300;0;22,4;83;1,5
31/01/2018;0;0;22,1;83;2,7
31/01/2018;100;null;null;null;null
31/01/2018;200;null;null;null;null
31/01/2018;300;null;null;null;null
31/01/2018;400;null;null;null;null
31/01/2018;500;null;null;null;null
31/01/2018;600;null;null;null;null
31/01/2018;700;null;null;null;null
31/01/2018;800;null;null;null;null
31/01/2018;900;null;null;null;null
31/01/2018;1000;null;null;null;null
31/01/2018;1100;0;19,5;87;1,1
31/01/2018;1200;0;21,4;79;2,1
31/01/2018;1300;0;23,2;72;2
31/01/2018;1400;0;24;69;2,1
31/01/2018;1500;0;25,7;63;2,2
31/01/2018;1600;0;26,8;60;1,7
31/01/2018;1700;0;27,1;58;1,5
31/01/2018;1800;0;27,8;55;1,8
31/01/2018;1900;0;27,8;56;3
31/01/2018;2000;0;28,8;51;2,4
31/01/2018;2100;0;28,4;51;1,4
31/01/2018;2200;0;26,5;56;0,8
31/01/2018;2300;0;23,8;69;0,2
01/02/2018;0;0;22,3;77;1,5
01/02/2018;100;0;22,7;73;1,3
01/02/2018;200;0;22;76;1,5
01/02/2018;300;null;null;null;null
01/02/2018;400;null;null;null;null
01/02/2018;500;null;null;null;null
01/02/2018;600;null;null;null;null
01/02/2018;700;null;null;null;null
01/02/2018;800;null;null;null;null
01/02/2018;900;null;null;null;null
01/02/2018;1000;null;null;null;null
01/02/2018;1100;0;19,9;82;1,8
01/02/2018;1200;0;22,2;73;1,9
01/02/2018;1300;0;23,8;67;2,3
01/02/2018;1400;0;25,8;59;2,3
01/02/2018;1500;0;27;54;2,3
01/02/2018;1600;0;28,1;49;1,9
01/02/2018;1700;0;28,5;47;1,6
01/02/2018;1800;0;29;40;1,6
01/02/2018;1900;0;29,1;41;1,6
01/02/2018;2000;0;28,9;43;1,8
01/02/2018;2100;0;29;41;1,9
01/02/2018;2200;0;26,9;47;0,6
01/02/2018;2300;0;25,8;51;0,6
02/02/2018;0;0;25,4;54;1,6
02/02/2018;100;0;23,7;66;1,9
02/02/2018;200;null;null;null;null
02/02/2018;300;null;null;null;null
02/02/2018;400;null;null;null;null
02/02/2018;500;null;null;null;null
02/02/2018;600;null;null;null;null
02/02/2018;700;null;null;null;null
02/02/2018;800;null;null;null;null
02/02/2018;900;null;null;null;null
02/02/2018;1000;null;null;null;null
02/02/2018;1100;0;20,2;80;1,6
02/02/2018;1200;0;21,7;76;2,3
02/02/2018;1300;0;24,4;67;2,5
02/02/2018;1400;0;25,1;66;2,5
02/02/2018;1500;0;26;62;2,1
02/02/2018;1600;0;27,9;54;2
02/02/2018;1700;0;29,2;51;1,3
02/02/2018;1800;0;28,4;51;2
02/02/2018;1900;0;26,5;63;3,4
02/02/2018;2000;0;26,1;65;2,4
02/02/2018;2100;0;26,2;63;2
02/02/2018;2200;0;25;67;0,7
02/02/2018;2300;0;23,9;69;0,1
03/02/2018;0;null;null;null;null
03/02/2018;100;null;null;null;null
03/02/2018;200;null;null;null;null
03/02/2018;300;null;null;null;null
03/02/2018;400;null;null;null;null
03/02/2018;500;null;null;null;null
03/02/2018;600;null;null;null;null
03/02/2018;700;null;null;null;null
03/02/2018;800;null;null;null;null
03/02/2018;900;null;null;null;null
03/02/2018;1000;null;null;null;null
03/02/2018;1100;0;21,4;81;2,6
03/02/2018;1200;0;23,2;72;3,7
03/02/2018;1300;0;24,4;69;3
03/02/2018;1400;0;25,3;67;3,4
03/02/2018;1500;0;26,5;62;2,5
03/02/2018;1600;0;27,3;58;2
03/02/2018;1700;0;28,7;54;2,5
03/02/2018;1800;0;29,1;51;2,1
03/02/2018;1900;0;29,7;50;3,7
03/02/2018;2000;0;29,1;51;3,9
03/02/2018;2100;0;28,6;51;2,3
03/02/2018;2200;0;27,1;54;1,6
03/02/2018;2300;0;25,4;59;1,7
04/02/2018;0;0;23,7;62;2
04/02/2018;100;0;22,2;58;2,5
04/02/2018;200;null;null;null;null
04/02/2018;300;null;null;null;null
04/02/2018;400;null;null;null;null
04/02/2018;500;null;null;null;null
04/02/2018;600;null;null;null;null
04/02/2018;700;null;null;null;null
04/02/2018;800;null;null;null;null
04/02/2018;900;null;null;null;null
04/02/2018;1000;null;null;null;null
04/02/2018;1100;0;19,4;83;1,2
04/02/2018;1200;0;21,1;77;2,3
04/02/2018;1300;0;23,7;67;2,7
04/02/2018;1400;0;24,9;62;2,2
04/02/2018;1500;0;27,1;55;2,9
04/02/2018;1600;0;27,9;54;2,2
04/02/2018;1700;0;28,5;54;1,9
04/02/2018;1800;0;28,9;52;2,2
04/02/2018;1900;0;28,5;52;2,2
04/02/2018;2000;0;29,3;50;1,6
04/02/2018;2100;0;27,9;53;3,4
04/02/2018;2200;0;26,4;59;2,1
04/02/2018;2300;0;24,4;65;1,6
05/02/2018;0;0;22,6;70;1,6
05/02/2018;100;null;null;null;null
05/02/2018;200;null;null;null;null
05/02/2018;300;null;null;null;null
05/02/2018;400;null;null;null;null
05/02/2018;500;null;null;null;null
05/02/2018;600;null;null;null;null
05/02/2018;700;null;null;null;null
05/02/2018;800;null;null;null;null
05/02/2018;900;null;null;null;null
05/02/2018;1000;null;null;null;null
05/02/2018;1100;0;19,3;79;2,1
05/02/2018;1200;0;21,7;71;2,8
05/02/2018;1300;0;23,3;66;2,3
05/02/2018;1400;0;25;60;1,9
05/02/2018;1500;0;26,5;57;3,1
05/02/2018;1600;0;27,6;52;0,8
05/02/2018;1700;0;27,3;53;1,8
05/02/2018;1800;0;28;52;2,5
05/02/2018;1900;0;28,4;48;2,9
05/02/2018;2000;0;28,2;46;2,5
05/02/2018;2100;0;28,4;45;1,8
05/02/2018;2200;0;26,7;48;1,2
05/02/2018;2300;0;24,5;55;0
06/02/2018;0;null;null;null;null
06/02/2018;100;null;null;null;null
06/02/2018;200;null;null;null;null
06/02/2018;300;null;null;null;null
06/02/2018;400;null;null;null;null
06/02/2018;500;null;null;null;null
06/02/2018;600;null;null;null;null
06/02/2018;700;null;null;null;null
06/02/2018;800;null;null;null;null
06/02/2018;900;null;null;null;null
06/02/2018;1000;null;null;null;null
06/02/2018;1100;0;18,3;85;2,4
06/02/2018;1200;0;20,9;75;1,6
06/02/2018;1300;0;23,5;66;2
06/02/2018;1400;0;25,4;62;1
06/02/2018;1500;0;26,8;57;1,5
06/02/2018;1600;0;27,8;48;1,9
06/02/2018;1700;0;29;38;3
06/02/2018;1800;0;29,2;34;1,8
06/02/2018;1900;0;29,2;36;2,7
06/02/2018;2000;0;29,8;33;2,7
06/02/2018;2100;0;29,2;33;1,4
06/02/2018;2200;null;null;null;null
06/02/2018;2300;null;null;null;null
07/02/2018;0;null;null;null;null
07/02/2018;100;null;null;null;null
07/02/2018;200;null;null;null;null
07/02/2018;300;null;null;null;null
07/02/2018;400;null;null;null;null
07/02/2018;500;null;null;null;null
07/02/2018;600;null;null;null;null
07/02/2018;700;null;null;null;null
07/02/2018;800;null;null;null;null
07/02/2018;900;null;null;null;null
07/02/2018;1000;null;null;null;null
07/02/2018;1100;0;17,8;96;0,5
07/02/2018;1200;0;21,3;87;1,4
07/02/2018;1300;0;23,1;73;1,3
07/02/2018;1400;0;26,1;62;0,9
07/02/2018;1500;0;27,7;55;1,1
07/02/2018;1600;0;29,2;46;2,4
07/02/2018;1700;0;30,7;39;2,2
07/02/2018;1800;0;31,9;30;0,7
07/02/2018;1900;0;32,5;30;0,8
07/02/2018;2000;0;32,1;31;0,3
07/02/2018;2100;0;31;35;0
07/02/2018;2200;null;null;null;null
07/02/2018;2300;null;null;null;null
08/02/2018;0;null;null;null;null
08/02/2018;100;null;null;null;null
08/02/2018;200;null;null;null;null
08/02/2018;300;null;null;null;null
08/02/2018;400;null;null;null;null
08/02/2018;500;null;null;null;null
08/02/2018;600;null;null;null;null
08/02/2018;700;null;null;null;null
08/02/2018;800;null;null;null;null
08/02/2018;900;null;null;null;null
08/02/2018;1000;null;null;null;null
08/02/2018;1100;0;18,7;92;0,4
08/02/2018;1200;0;22,5;80;0,7
08/02/2018;1300;0;25,8;62;0,7
08/02/2018;1400;0;27,9;53;1,2
08/02/2018;1500;0;29,5;47;1,3
08/02/2018;1600;0;31,2;41;1,7
08/02/2018;1700;0;31,7;39;0,7
08/02/2018;1800;0;31,5;38;0,4
08/02/2018;1900;0;31,5;41;0,8
08/02/2018;2000;0;31,3;40;0,8
08/02/2018;2100;0;31,9;36;0
08/02/2018;2200;null;null;null;null
08/02/2018;2300;null;null;null;null
09/02/2018;0;null;null;null;null
09/02/2018;100;null;null;null;null
09/02/2018;200;null;null;null;null
09/02/2018;300;null;null;null;null
09/02/2018;400;null;null;null;null
09/02/2018;500;null;null;null;null
09/02/2018;600;null;null;null;null
09/02/2018;700;null;null;null;null
09/02/2018;800;null;null;null;null
09/02/2018;900;null;null;null;null
09/02/2018;1000;null;null;null;null
09/02/2018;1100;0;20,3;88;0,3
09/02/2018;1200;0;24,1;74;0,6
09/02/2018;1300;0;27,3;62;1,9
09/02/2018;1400;0;29,6;50;1
09/02/2018;1500;0;31,3;42;1,2
09/02/2018;1600;0;33;35;1,4
09/02/2018;1700;0;33,5;32;1,6
09/02/2018;1800;null;null;null;null
09/02/2018;1900;null;null;null;null
09/02/2018;2000;null;null;null;null
09/02/2018;2100;null;null;null;null
09/02/2018;2200;null;null;null;null
09/02/2018;2300;null;null;null;null
10/02/2018;0;null;null;null;null
10/02/2018;100;null;null;null;null
10/02/2018;200;null;null;null;null
10/02/2018;300;null;null;null;null
10/02/2018;400;null;null;null;null
10/02/2018;500;null;null;null;null
10/02/2018;600;null;null;null;null
10/02/2018;700;null;null;null;null
10/02/2018;800;null;null;null;null
10/02/2018;900;null;null;null;null
10/02/2018;1000;null;null;null;null
10/02/2018;1100;null;null;null;null
10/02/2018;1200;null;null;null;null
10/02/2018;1300;0,6;22;95;0,3
10/02/2018;1400;0;22,8;94;0,6
10/02/2018;1500;0;23,5;89;0,2
10/02/2018;1600;0;25,1;81;0,5
10/02/2018;1700;0;26,2;73;0,5
10/02/2018;1800;0;27;67;0,7
10/02/2018;1900;0;26,7;69;0,4
10/02/2018;2000;0;26,9;68;0
10/02/2018;2100;0;26,4;71;0
10/02/2018;2200;null;null;null;null
10/02/2018;2300;null;null;null;null
11/02/2018;0;null;null;null;null
11/02/2018;100;null;null;null;null
11/02/2018;200;null;null;null;null
11/02/2018;300;null;null;null;null
11/02/2018;400;null;null;null;null
11/02/2018;500;null;null;null;null
11/02/2018;600;null;null;null;null
11/02/2018;700;null;null;null;null
11/02/2018;800;null;null;null;null
11/02/2018;900;null;null;null;null
11/02/2018;1000;null;null;null;null
11/02/2018;1100;0;22,9;91;0,4
11/02/2018;1200;0;23,8;88;0,1
11/02/2018;1300;0;25,5;82;0,5
11/02/2018;1400;0;28,2;70;1
11/02/2018;1500;0;28,6;68;1,6
11/02/2018;1600;0;26;75;2,8
11/02/2018;1700;null;null;null;null
11/02/2018;1800;null;null;null;null
11/02/2018;1900;0,4;22,2;94;0
11/02/2018;2000;0;22,6;94;0,4
11/02/2018;2100;null;null;null;null
11/02/2018;2200;null;null;null;null
11/02/2018;2300;null;null;null;null
12/02/2018;0;null;null;null;null
12/02/2018;100;null;null;null;null
12/02/2018;200;null;null;null;null
12/02/2018;300;null;null;null;null
12/02/2018;400;null;null;null;null
12/02/2018;500;null;null;null;null
12/02/2018;600;null;null;null;null
12/02/2018;700;null;null;null;null
12/02/2018;800;null;null;null;null
12/02/2018;900;null;null;null;null
12/02/2018;1000;null;null;null;null
12/02/2018;1100;0;22,2;96;0
12/02/2018;1200;0;23,4;94;0
12/02/2018;1300;0;24,4;82;1,4
12/02/2018;1400;0;25,5;80;0,4
12/02/2018;1500;0,2;25,3;80;0,3
12/02/2018;1600;0,6;24,7;86;0
12/02/2018;1700;0;25,3;85;1,3
12/02/2018;1800;0;27;72;2
12/02/2018;1900;0;27,4;70;1,8
12/02/2018;2000;0;28;66;1
12/02/2018;2100;0;27,3;68;0,3
12/02/2018;2200;0;25,7;78;0
12/02/2018;2300;0;25,3;80;0,4
13/02/2018;0;0;24,9;83;0
13/02/2018;100;0;24,5;87;0
13/02/2018;200;0;24;90;0
13/02/2018;300;0;23,6;91;0
13/02/2018;400;0;22,8;91;2
13/02/2018;500;null;null;null;null
13/02/2018;600;null;null;null;null
13/02/2018;700;null;null;null;null
13/02/2018;800;null;null;null;null
13/02/2018;900;null;null;null;null
13/02/2018;1000;null;null;null;null
13/02/2018;1100;0;21;82;1,7
13/02/2018;1200;0;21,5;77;1,7
13/02/2018;1300;0,2;20,9;85;1,4
13/02/2018;1400;0;21;85;2,1
13/02/2018;1500;0;22,5;77;2,9
13/02/2018;1600;0;23,1;74;2,6
13/02/2018;1700;0;23,7;71;2,3
13/02/2018;1800;0,2;25;68;2,4
13/02/2018;1900;0;24;72;2,6
13/02/2018;2000;0;23,4;72;2,7
13/02/2018;2100;0;22,4;75;3
13/02/2018;2200;0;21,9;76;2,2
13/02/2018;2300;0;21,6;78;2,3
14/02/2018;0;2;19,9;91;1,1
14/02/2018;100;0,2;19,8;92;0,6
14/02/2018;200;0;19,7;91;0,3
14/02/2018;300;0;19,5;91;0,6
14/02/2018;400;0,2;19,4;89;0,5
14/02/2018;500;0;19,2;86;0,5
14/02/2018;600;0;19,2;86;1,4
14/02/2018;700;0;19,6;84;1,3
14/02/2018;800;null;null;null;null
14/02/2018;900;null;null;null;null
14/02/2018;1000;null;null;null;null
14/02/2018;1100;0;19,8;83;2,2
14/02/2018;1200;0;21,3;78;2,4
14/02/2018;1300;0;22,8;74;2,3
14/02/2018;1400;0;23,1;73;2,8
14/02/2018;1500;0;24,1;71;3,1
14/02/2018;1600;0;24,7;68;2,6
14/02/2018;1700;0;25,6;67;2,4
14/02/2018;1800;0;25,6;68;2,4
14/02/2018;1900;0;25,2;68;3,5
14/02/2018;2000;0;24,8;69;2,4
14/02/2018;2100;0;23,7;71;2,6
14/02/2018;2200;0;23;72;2,1
14/02/2018;2300;0;22;75;1,9
15/02/2018;0;0;21,6;75;2
15/02/2018;100;0;20,8;76;2,5
15/02/2018;200;0;20;76;2,1
15/02/2018;300;0;19,9;76;2,1
15/02/2018;400;0;19,3;77;1,2
15/02/2018;500;0;19,3;78;1,6
15/02/2018;600;0;19,2;78;1,3
15/02/2018;700;0;19,1;80;1,5
15/02/2018;800;0;19;78;1,8
15/02/2018;900;0;19,1;77;2,1
15/02/2018;1000;0;19,2;77;2,1
15/02/2018;1100;0;19,5;76;2,1
15/02/2018;1200;0;20,4;72;1,9
15/02/2018;1300;0;21,8;69;2
15/02/2018;1400;0;22,6;67;1,5
15/02/2018;1500;0;24,6;64;1,8
15/02/2018;1600;0;25,4;63;2,4
15/02/2018;1700;0;26,5;63;1,3
15/02/2018;1800;0;26,7;62;1,2
15/02/2018;1900;0;27,1;62;1,4
15/02/2018;2000;0;27,1;62;1
15/02/2018;2100;0;26,6;63;0,3
15/02/2018;2200;0;25,1;67;0,2
15/02/2018;2300;0;23,4;74;0,3
16/02/2018;0;0;23,4;77;1,8
16/02/2018;100;0;21,9;78;2,8
16/02/2018;200;0;20,9;80;2,7
16/02/2018;300;0;20;76;1,6
16/02/2018;400;0;19,6;78;1,6
16/02/2018;500;0;19,3;78;1,6
16/02/2018;600;0;19;79;1,4
16/02/2018;700;0;18,7;82;1
16/02/2018;800;0;18,3;83;0,7
16/02/2018;900;0;18,3;82;1
16/02/2018;1000;0;18,3;85;0,4
16/02/2018;1100;0;18,6;85;0,9
16/02/2018;1200;0;21,4;72;2,1
16/02/2018;1300;0;23,4;66;2
16/02/2018;1400;0;25,8;61;1,6
16/02/2018;1500;0;27,3;56;1,3
16/02/2018;1600;0;29,4;53;1,6
16/02/2018;1700;0;30,1;50;1,1
16/02/2018;1800;0;29,9;53;0,7
16/02/2018;1900;0;29,5;55;0,6
16/02/2018;2000;4,6;21,7;85;1,9
16/02/2018;2100;2;21,6;92;0,2
16/02/2018;2200;0;22,3;85;0,5
16/02/2018;2300;0;21,8;82;0
17/02/2018;0;0;20,9;89;0,4
17/02/2018;100;0;21,7;86;1,5
17/02/2018;200;0;21,6;78;1,3
17/02/2018;300;0;21;83;1,2
17/02/2018;400;0;20,3;87;1,8
17/02/2018;500;0;19,9;84;2
17/02/2018;600;0;19,6;84;0,5
17/02/2018;700;0;18,6;90;0,1
17/02/2018;800;0;18,4;90;1,4
17/02/2018;900;0;18,8;85;0,8
17/02/2018;1000;0;18,7;86;0,1
17/02/2018;1100;0;19,6;86;0,4
17/02/2018;1200;0;20,2;84;1,8
17/02/2018;1300;0;22,1;77;2,3
17/02/2018;1400;0,2;23,3;74;1,1
17/02/2018;1500;0;25,7;68;1,2
17/02/2018;1600;0;27,8;60;1,1
17/02/2018;1700;0;29,3;58;0,8
17/02/2018;1800;0;29,1;58;1,1
17/02/2018;1900;0;24,3;72;1,1
17/02/2018;2000;1,2;20,8;91;1
17/02/2018;2100;0;21,2;90;2,3
17/02/2018;2200;2,8;20,3;93;0,4
17/02/2018;2300;0;20,4;93;0
18/02/2018;0;0;20,1;95;0,4
18/02/2018;100;0;20;95;1
18/02/2018;200;0;20,3;89;0,5
18/02/2018;300;0;20;90;1,3
18/02/2018;400;0;20,1;90;0,2
18/02/2018;500;0;20;92;0
18/02/2018;600;0;19,9;93;0,4
18/02/2018;700;null;null;null;null
18/02/2018;800;null;null;null;null
18/02/2018;900;null;null;null;null
18/02/2018;1000;null;null;null;null
18/02/2018;1100;0;20,1;94;0,6
18/02/2018;1200;0;21;89;1
18/02/2018;1300;0;20,9;91;0,6
18/02/2018;1400;0,2;21,3;89;0,3
18/02/2018;1500;0;21,8;86;0,5
18/02/2018;1600;0;21,9;88;0,1
18/02/2018;1700;0;22,5;86;0,6
18/02/2018;1800;0;23,6;80;0,2
18/02/2018;1900;0;24,8;75;0,6
18/02/2018;2000;0;25,5;70;0
18/02/2018;2100;0;24,3;76;0
18/02/2018;2200;0;23,9;78;0
18/02/2018;2300;0;23,4;80;0
19/02/2018;0;0;22,9;85;0
19/02/2018;100;null;null;null;null
19/02/2018;200;null;null;null;null
19/02/2018;300;null;null;null;null
19/02/2018;400;null;null;null;null
19/02/2018;500;null;null;null;null
19/02/2018;600;null;null;null;null
19/02/2018;700;null;null;null;null
19/02/2018;800;null;null;null;null
19/02/2018;900;null;null;null;null
19/02/2018;1000;null;null;null;null
19/02/2018;1100;0;20,8;95;0
19/02/2018;1200;0;21,5;93;0
19/02/2018;1300;0;22,5;90;0,7
19/02/2018;1400;0;24,6;79;0,5
19/02/2018;1500;0,2;25,5;75;0,8
19/02/2018;1600;0;26,6;70;1
19/02/2018;1700;0;26,8;70;1,4
19/02/2018;1800;0;25,9;73;0,1
19/02/2018;1900;0;25,4;74;0,2
19/02/2018;2000;8,8;20,2;95;2,7
19/02/2018;2100;0,8;20,2;95;0,2
19/02/2018;2200;0,4;20,2;95;0,6
19/02/2018;2300;0;20;95;0,2
20/02/2018;0;0;19,7;96;0
20/02/2018;100;0;19,4;96;0,3
20/02/2018;200;null;null;null;null
20/02/2018;300;null;null;null;null
20/02/2018;400;null;null;null;null
20/02/2018;500;null;null;null;null
20/02/2018;600;null;null;null;null
20/02/2018;700;null;null;null;null
20/02/2018;800;null;null;null;null
20/02/2018;900;null;null;null;null
20/02/2018;1000;null;null;null;null
20/02/2018;1100;0;19,3;96;0
20/02/2018;1200;0;20,2;96;1
20/02/2018;1300;0;21,9;92;0,7
20/02/2018;1400;0,2;23,7;87;0,5
20/02/2018;1500;0;24,7;83;0,9
20/02/2018;1600;0;26,4;73;2
20/02/2018;1700;0;26,5;74;1,6
20/02/2018;1800;9,4;20,9;94;3,3
20/02/2018;1900;0,4;20,9;95;2
20/02/2018;2000;0,2;23,8;87;3,1
20/02/2018;2100;0;23,5;82;1,3
20/02/2018;2200;0;22,6;85;0,8
20/02/2018;2300;0;21,2;92;0
21/02/2018;0;0;20,9;93;0,5
21/02/2018;100;0;21;92;0,8
21/02/2018;200;0;21;91;1,2
21/02/2018;300;0;20,4;94;0,1
21/02/2018;400;0;20,2;95;0
21/02/2018;500;0;19,2;95;0,1
21/02/2018;600;0;19,3;96;0
21/02/2018;700;null;null;null;null
21/02/2018;800;null;null;null;null
21/02/2018;900;null;null;null;null
21/02/2018;1000;null;null;null;null
21/02/2018;1100;0;18,7;96;0,3
21/02/2018;1200;0;19,9;96;1,3
21/02/2018;1300;0;20,8;91;0,6
21/02/2018;1400;0;22;87;0,6
21/02/2018;1500;0;23,9;79;0,8
21/02/2018;1600;0;25,6;74;1,7
21/02/2018;1700;0;26,6;66;2,5
21/02/2018;1800;0;28,4;61;2,5
21/02/2018;1900;0;29;57;2,6
21/02/2018;2000;0;27,3;61;1,8
21/02/2018;2100;0;27,3;59;0,7
21/02/2018;2200;0;24,7;77;0
21/02/2018;2300;0;23,6;81;0
22/02/2018;0;0;22,8;83;0
22/02/2018;100;0;22,1;88;0
22/02/2018;200;0;21,2;92;0
22/02/2018;300;0;20,7;94;0
22/02/2018;400;0;20,2;95;0
22/02/2018;500;0;20;95;0
22/02/2018;600;0;19,7;96;0
22/02/2018;700;0;19,2;96;0
22/02/2018;800;0;19;96;0
22/02/2018;900;0;18,5;96;0
22/02/2018;1000;0;18,4;96;0
22/02/2018;1100;0;18,8;96;0
22/02/2018;1200;0;20,1;96;0,7
22/02/2018;1300;0;23,7;86;1,7
22/02/2018;1400;0;26,7;71;2
22/02/2018;1500;0;27,6;66;1,5
22/02/2018;1600;0;29,5;56;1,7
22/02/2018;1700;0;30,7;52;2,4
22/02/2018;1800;0;30,5;45;2,1
22/02/2018;1900;0;30,7;40;1,8
22/02/2018;2000;0;30,1;42;1,9
22/02/2018;2100;0;29,6;49;0,1
22/02/2018;2200;0;27,4;51;0,6
22/02/2018;2300;0;25,4;54;0,2
23/02/2018;0;0;24,4;61;0,7
23/02/2018;100;0;22,3;74;0
23/02/2018;200;0;21,4;77;0
23/02/2018;300;0;20,2;83;0
23/02/2018;400;0;19,4;89;0
23/02/2018;500;0;18,8;92;0,1
23/02/2018;600;0;18,9;92;0
23/02/2018;700;0;19,4;92;0
23/02/2018;800;0;19,1;92;0,7
23/02/2018;900;0;19,7;88;0,2
23/02/2018;1000;0;19,7;88;0,6
23/02/2018;1100;0;20,8;85;1,3
23/02/2018;1200;0;22,6;79;2
23/02/2018;1300;0;24,5;70;3,3
23/02/2018;1400;0;25,8;65;1,3
23/02/2018;1500;0;27,6;59;2,9
23/02/2018;1600;0;27,6;59;2,2
23/02/2018;1700;0;28,2;57;2,4
23/02/2018;1800;0;29,5;51;2,3
23/02/2018;1900;0;29,6;51;3,1
23/02/2018;2000;0;29,8;50;2,8
23/02/2018;2100;0;28,8;52;2,2
23/02/2018;2200;0;27,2;57;2,1
23/02/2018;2300;0;26;61;0,5
24/02/2018;0;0;24,8;67;1
24/02/2018;100;0;23,2;71;0,8
24/02/2018;200;0;22,7;72;2,3
24/02/2018;300;null;null;null;null
24/02/2018;400;null;null;null;null
24/02/2018;500;null;null;null;null
24/02/2018;600;null;null;null;null
24/02/2018;700;null;null;null;null
24/02/2018;800;null;null;null;null
24/02/2018;900;null;null;null;null
24/02/2018;1000;null;null;null;null
24/02/2018;1100;0;19,5;83;1,9
24/02/2018;1200;0;22;71;1,7
24/02/2018;1300;0;24,1;62;2,5
24/02/2018;1400;0;25,8;58;2,5
24/02/2018;1500;0;27,1;56;1,8
24/02/2018;1600;0;28,9;50;3,1
24/02/2018;1700;0;29,4;46;2
24/02/2018;1800;0;29,4;49;2,1
24/02/2018;1900;0;30,3;46;2,1
24/02/2018;2000;0;29,4;47;3,2
24/02/2018;2100;0;29,5;44;2,4
24/02/2018;2200;null;null;null;null
24/02/2018;2300;null;null;null;null
25/02/2018;0;null;null;null;null
25/02/2018;100;null;null;null;null
25/02/2018;200;null;null;null;null
25/02/2018;300;null;null;null;null
25/02/2018;400;null;null;null;null
25/02/2018;500;null;null;null;null
25/02/2018;600;null;null;null;null
25/02/2018;700;null;null;null;null
25/02/2018;800;null;null;null;null
25/02/2018;900;null;null;null;null
25/02/2018;1000;null;null;null;null
25/02/2018;1100;0;19;87;2,2
25/02/2018;1200;0;21,3;77;2,2
25/02/2018;1300;0;23,9;68;2,6
25/02/2018;1400;0;25,9;63;1,4
25/02/2018;1500;0;28,4;58;1,3
25/02/2018;1600;0;28,2;55;2
